archivo,carpeta,estado,palabras,tiene_yaml,tipo_nota,tipo_valido,campos_ok_count,campos_faltantes_count,campos_faltantes,campos_alias,problemas
00_CORE\00_QUIRA_GOV.md,00_CORE,ERROR,670,True,meta-sistema,True,5,3,territorio | dimension_tgi | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"Faltan 3 campos: territorio, dimension_tgi, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
00_CORE\01_TGI_FRAMEWORK.md,00_CORE,ERROR,648,True,meta-framework,False,5,3,territorio | dimension_tgi | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'meta-framework' | Faltan 3 campos: territorio, dimension_tgi, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
00_CORE\02_TGI_DIMENSIONES.md,00_CORE,ERROR,861,True,meta-dimensiones,False,5,3,territorio | dimension_tgi | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'meta-dimensiones' | Faltan 3 campos: territorio, dimension_tgi, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
00_CORE\03_SENTINEL_LOGICA.md,00_CORE,ERROR,1484,True,sentinel-logica,False,5,3,territorio | dimension_tgi | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'sentinel-logica' | Faltan 3 campos: territorio, dimension_tgi, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
00_CORE\03_SIAP_ICPI_METHOD.md,00_CORE,ERROR,985,True,meta-metodologia,False,4,4,territorio | dimension_tgi | estado | fuente_canonica,tipo→tipo_nota | name→nombre,"tipo_nota desconocido: 'meta-metodologia' | Faltan 4 campos: territorio, dimension_tgi, estado, fuente_canonica | Aliases no canónicos: tipo→tipo_nota, name→nombre"
00_CORE\04_TGI_INDICADORES.md,00_CORE,ERROR,927,True,meta-indicadores,False,5,3,territorio | dimension_tgi | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'meta-indicadores' | Faltan 3 campos: territorio, dimension_tgi, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
00_CORE\_Índice_CORE.md,00_CORE,ERROR,567,True,indice-modulo,False,5,3,territorio | dimension_tgi | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'indice-modulo' | Faltan 3 campos: territorio, dimension_tgi, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
00_CORE\ALERTA-Brecha_Rural_1.79M.md,00_CORE,ERROR,606,True,alerta-territorial,False,5,3,territorio | dimension_tgi | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'alerta-territorial' | Faltan 3 campos: territorio, dimension_tgi, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
00_CORE\ALERTA-D3_Ejecucion_Critica.md,00_CORE,ERROR,570,True,alerta-tgi,True,5,3,territorio | dimension_tgi | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"Faltan 3 campos: territorio, dimension_tgi, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
00_CORE\ALERTA-Isabel_Muentes.md,00_CORE,ERROR,523,True,alerta-territorial,False,5,3,territorio | dimension_tgi | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'alerta-territorial' | Faltan 3 campos: territorio, dimension_tgi, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
00_CORE\ALERTA-Regresividad_IRS79.md,00_CORE,ERROR,689,True,alerta-metodologica,False,5,3,territorio | dimension_tgi | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'alerta-metodologica' | Faltan 3 campos: territorio, dimension_tgi, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
00_CORE\MOTOR_00_Arquitectura_Logica.md,00_CORE,ERROR,992,True,motor-arquitectura,False,5,3,territorio | dimension_tgi | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'motor-arquitectura' | Faltan 3 campos: territorio, dimension_tgi, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
00_CORE\MOTOR_01_Silos_Epistemicos.md,00_CORE,ERROR,1196,True,motor-silos,False,5,3,territorio | dimension_tgi | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'motor-silos' | Faltan 3 campos: territorio, dimension_tgi, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
00_CORE\MOTOR_02_Fuentes_Institucionales.md,00_CORE,ERROR,1072,True,motor-fuentes,False,5,3,territorio | dimension_tgi | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'motor-fuentes' | Faltan 3 campos: territorio, dimension_tgi, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
00_CORE\MOTOR_03_Dialectica.md,00_CORE,ERROR,949,True,motor-dialectica,False,5,3,territorio | dimension_tgi | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'motor-dialectica' | Faltan 3 campos: territorio, dimension_tgi, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
00_CORE\MOTOR_04_Ecosistema_Digital.md,00_CORE,ERROR,1672,True,motor-ecosistema,False,5,3,territorio | dimension_tgi | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'motor-ecosistema' | Faltan 3 campos: territorio, dimension_tgi, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
00_CORE\QUIRA_OS_Ontologia.md,00_CORE,ERROR,1430,True,ontologia-canonica,False,5,3,territorio | dimension_tgi | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'ontologia-canonica' | Faltan 3 campos: territorio, dimension_tgi, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
00_Dashboard\QUIRA - Panel Principal.md,00_Dashboard,WARN,1159,True,dashboard,True,6,2,territorio | dimension_tgi,type→tipo_nota | name→nombre | etiquetas→tags | fecha_actualizacion→fecha | gold_master→fuente_canonica,"Faltan: territorio, dimension_tgi | Aliases no canónicos: type→tipo_nota, name→nombre, etiquetas→tags, fecha_actualizacion→fecha, gold_master→fuente_canonica"
01_PDOT\_Índice PDOT.md,01_PDOT,WARN,903,True,indice,True,6,2,territorio | dimension_tgi,tipo→tipo_nota | name→nombre | etiquetas→tags | fecha_creacion→fecha | fuente→fuente_canonica,"Faltan: territorio, dimension_tgi | Aliases no canónicos: tipo→tipo_nota, name→nombre, etiquetas→tags, fecha_creacion→fecha, fuente→fuente_canonica"
01_PDOT\diagnostico\ambiental\DIAG-Fisico-Ambiental.md,01_PDOT\diagnostico\ambiental,WARN,828,True,diagnostico,True,6,2,territorio | dimension_tgi,tipo→tipo_nota | name→nombre | etiquetas→tags | fecha_creacion→fecha | fuente→fuente_canonica,"Faltan: territorio, dimension_tgi | Aliases no canónicos: tipo→tipo_nota, name→nombre, etiquetas→tags, fecha_creacion→fecha, fuente→fuente_canonica"
01_PDOT\diagnostico\asentamientos\DIAG-Asentamientos-Rurales.md,01_PDOT\diagnostico\asentamientos,WARN,1044,True,diagnostico,True,6,2,territorio | dimension_tgi,tipo→tipo_nota | name→nombre | etiquetas→tags | fecha_creacion→fecha | fuente→fuente_canonica,"Faltan: territorio, dimension_tgi | Aliases no canónicos: tipo→tipo_nota, name→nombre, etiquetas→tags, fecha_creacion→fecha, fuente→fuente_canonica"
01_PDOT\diagnostico\asentamientos\DIAG-Modelo-Gestion.md,01_PDOT\diagnostico\asentamientos,WARN,939,True,propuesta,False,6,2,territorio | dimension_tgi,tipo→tipo_nota | name→nombre | etiquetas→tags | fecha_creacion→fecha | fuente→fuente_canonica,"tipo_nota desconocido: 'propuesta' | Faltan: territorio, dimension_tgi | Aliases no canónicos: tipo→tipo_nota, name→nombre, etiquetas→tags, fecha_creacion→fecha, fuente→fuente_canonica"
01_PDOT\diagnostico\asentamientos\DIAG-PUGS.md,01_PDOT\diagnostico\asentamientos,WARN,1862,True,diagnostico,True,7,1,territorio,tipo→tipo_nota | name→nombre | etiquetas→tags | fecha_creacion→fecha | gold_master→fuente_canonica,"Faltan: territorio | Aliases no canónicos: tipo→tipo_nota, name→nombre, etiquetas→tags, fecha_creacion→fecha, gold_master→fuente_canonica"
01_PDOT\diagnostico\asentamientos\DIAG-Servicios-Basicos.md,01_PDOT\diagnostico\asentamientos,WARN,811,True,diagnostico,True,6,2,territorio | dimension_tgi,tipo→tipo_nota | name→nombre | etiquetas→tags | fecha_creacion→fecha | fuente→fuente_canonica,"Faltan: territorio, dimension_tgi | Aliases no canónicos: tipo→tipo_nota, name→nombre, etiquetas→tags, fecha_creacion→fecha, fuente→fuente_canonica"
01_PDOT\diagnostico\asentamientos\DIAG-Vialidad.md,01_PDOT\diagnostico\asentamientos,WARN,708,True,diagnostico,True,6,2,territorio | dimension_tgi,tipo→tipo_nota | name→nombre | etiquetas→tags | fecha_creacion→fecha | fuente→fuente_canonica,"Faltan: territorio, dimension_tgi | Aliases no canónicos: tipo→tipo_nota, name→nombre, etiquetas→tags, fecha_creacion→fecha, fuente→fuente_canonica"
01_PDOT\diagnostico\asentamientos\DIAG-Vivienda.md,01_PDOT\diagnostico\asentamientos,WARN,593,True,diagnostico,True,6,2,territorio | dimension_tgi,tipo→tipo_nota | name→nombre | etiquetas→tags | fecha_creacion→fecha | fuente→fuente_canonica,"Faltan: territorio, dimension_tgi | Aliases no canónicos: tipo→tipo_nota, name→nombre, etiquetas→tags, fecha_creacion→fecha, fuente→fuente_canonica"
01_PDOT\diagnostico\asentamientos\PUGS_Portafolio_Proyectos.md,01_PDOT\diagnostico\asentamientos,WARN,1174,True,diagnostico-pugs,False,6,2,territorio | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'diagnostico-pugs' | Faltan: territorio, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
01_PDOT\diagnostico\DIAG-Analisis-Estrategico.md,01_PDOT\diagnostico,WARN,666,True,diagnostico,True,6,2,territorio | dimension_tgi,tipo→tipo_nota | name→nombre | etiquetas→tags | fecha_creacion→fecha | fuente→fuente_canonica,"Faltan: territorio, dimension_tgi | Aliases no canónicos: tipo→tipo_nota, name→nombre, etiquetas→tags, fecha_creacion→fecha, fuente→fuente_canonica"
01_PDOT\diagnostico\economico\DIAG-Economico-Productivo.md,01_PDOT\diagnostico\economico,WARN,1172,True,diagnostico,True,6,2,territorio | dimension_tgi,tipo→tipo_nota | name→nombre | etiquetas→tags | fecha_creacion→fecha | fuente→fuente_canonica,"Faltan: territorio, dimension_tgi | Aliases no canónicos: tipo→tipo_nota, name→nombre, etiquetas→tags, fecha_creacion→fecha, fuente→fuente_canonica"
01_PDOT\diagnostico\economico\DIAG-Institucional-Financiero.md,01_PDOT\diagnostico\economico,WARN,1324,True,diagnostico,True,6,2,territorio | dimension_tgi,tipo→tipo_nota | name→nombre | etiquetas→tags | fecha_creacion→fecha | fuente→fuente_canonica,"Faltan: territorio, dimension_tgi | Aliases no canónicos: tipo→tipo_nota, name→nombre, etiquetas→tags, fecha_creacion→fecha, fuente→fuente_canonica"
01_PDOT\diagnostico\social\DIAG-Cultura-Patrimonio.md,01_PDOT\diagnostico\social,WARN,646,True,diagnostico,True,6,2,territorio | dimension_tgi,tipo→tipo_nota | name→nombre | etiquetas→tags | fecha_creacion→fecha | fuente→fuente_canonica,"Faltan: territorio, dimension_tgi | Aliases no canónicos: tipo→tipo_nota, name→nombre, etiquetas→tags, fecha_creacion→fecha, fuente→fuente_canonica"
01_PDOT\diagnostico\social\DIAG-Demografia.md,01_PDOT\diagnostico\social,WARN,1031,True,diagnostico,True,6,2,territorio | dimension_tgi,tipo→tipo_nota | name→nombre | etiquetas→tags | fecha_creacion→fecha | fuente→fuente_canonica,"Faltan: territorio, dimension_tgi | Aliases no canónicos: tipo→tipo_nota, name→nombre, etiquetas→tags, fecha_creacion→fecha, fuente→fuente_canonica"
01_PDOT\diagnostico\social\DIAG-Educacion.md,01_PDOT\diagnostico\social,WARN,482,True,diagnostico,True,6,2,territorio | dimension_tgi,tipo→tipo_nota | name→nombre | etiquetas→tags | fecha_creacion→fecha | fuente→fuente_canonica,"Faltan: territorio, dimension_tgi | Aliases no canónicos: tipo→tipo_nota, name→nombre, etiquetas→tags, fecha_creacion→fecha, fuente→fuente_canonica"
01_PDOT\diagnostico\social\DIAG-Pobreza.md,01_PDOT\diagnostico\social,WARN,527,True,diagnostico,True,6,2,territorio | dimension_tgi,tipo→tipo_nota | name→nombre | etiquetas→tags | fecha_creacion→fecha | fuente→fuente_canonica,"Faltan: territorio, dimension_tgi | Aliases no canónicos: tipo→tipo_nota, name→nombre, etiquetas→tags, fecha_creacion→fecha, fuente→fuente_canonica"
01_PDOT\diagnostico\social\DIAG-Salud.md,01_PDOT\diagnostico\social,WARN,819,True,diagnostico,True,6,2,territorio | dimension_tgi,tipo→tipo_nota | name→nombre | etiquetas→tags | fecha_creacion→fecha | fuente→fuente_canonica,"Faltan: territorio, dimension_tgi | Aliases no canónicos: tipo→tipo_nota, name→nombre, etiquetas→tags, fecha_creacion→fecha, fuente→fuente_canonica"
01_PDOT\modelo_gestion_tgi\MG-00_Indice_Modelo_Gestion.md,01_PDOT\modelo_gestion_tgi,ERROR,561,True,indice-modulo,False,4,4,territorio | dimension_tgi | fecha | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'indice-modulo' | Faltan 4 campos: territorio, dimension_tgi, fecha, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
01_PDOT\modelo_gestion_tgi\MG-01_Marco_Conceptual.md,01_PDOT\modelo_gestion_tgi,ERROR,555,True,modelo-gestion,False,4,4,territorio | dimension_tgi | fecha | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'modelo-gestion' | Faltan 4 campos: territorio, dimension_tgi, fecha, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
01_PDOT\modelo_gestion_tgi\MG-02_Formas_Gestion_Financiamiento.md,01_PDOT\modelo_gestion_tgi,ERROR,817,True,modelo-gestion,False,4,4,territorio | dimension_tgi | fecha | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'modelo-gestion' | Faltan 4 campos: territorio, dimension_tgi, fecha, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
01_PDOT\modelo_gestion_tgi\MG-03_Responsabilidades_Herramientas.md,01_PDOT\modelo_gestion_tgi,ERROR,665,True,modelo-gestion,False,4,4,territorio | dimension_tgi | fecha | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'modelo-gestion' | Faltan 4 campos: territorio, dimension_tgi, fecha, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
01_PDOT\modelo_gestion_tgi\MG-04_Estrategias_Transversales.md,01_PDOT\modelo_gestion_tgi,ERROR,1096,True,modelo-gestion,False,4,4,territorio | dimension_tgi | fecha | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'modelo-gestion' | Faltan 4 campos: territorio, dimension_tgi, fecha, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
01_PDOT\modelo_gestion_tgi\MG-05_Seguimiento_Evaluacion.md,01_PDOT\modelo_gestion_tgi,ERROR,1135,True,modelo-gestion,False,4,4,territorio | dimension_tgi | fecha | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'modelo-gestion' | Faltan 4 campos: territorio, dimension_tgi, fecha, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
01_PDOT\parroquias\Anibal San Andres.md,01_PDOT\parroquias,WARN,261,True,parroquia,True,6,2,territorio | dimension_tgi,tipo→tipo_nota | name→nombre | etiquetas→tags | fecha_creacion→fecha | fuente→fuente_canonica,"Faltan: territorio, dimension_tgi | Aliases no canónicos: tipo→tipo_nota, name→nombre, etiquetas→tags, fecha_creacion→fecha, fuente→fuente_canonica"
01_PDOT\parroquias\Colorado.md,01_PDOT\parroquias,WARN,187,True,parroquia,True,6,2,territorio | dimension_tgi,tipo→tipo_nota | name→nombre | etiquetas→tags | fecha_creacion→fecha | fuente→fuente_canonica,"Faltan: territorio, dimension_tgi | Aliases no canónicos: tipo→tipo_nota, name→nombre, etiquetas→tags, fecha_creacion→fecha, fuente→fuente_canonica"
01_PDOT\parroquias\General Eloy Alfaro.md,01_PDOT\parroquias,WARN,291,True,parroquia,True,6,2,territorio | dimension_tgi,tipo→tipo_nota | name→nombre | etiquetas→tags | fecha_creacion→fecha | fuente→fuente_canonica,"Faltan: territorio, dimension_tgi | Aliases no canónicos: tipo→tipo_nota, name→nombre, etiquetas→tags, fecha_creacion→fecha, fuente→fuente_canonica"
01_PDOT\parroquias\Isabel Muentes.md,01_PDOT\parroquias,WARN,267,True,parroquia,True,6,2,territorio | dimension_tgi,tipo→tipo_nota | name→nombre | etiquetas→tags | fecha_creacion→fecha | fuente→fuente_canonica,"Faltan: territorio, dimension_tgi | Aliases no canónicos: tipo→tipo_nota, name→nombre, etiquetas→tags, fecha_creacion→fecha, fuente→fuente_canonica"
01_PDOT\parroquias\La Pila.md,01_PDOT\parroquias,WARN,444,True,parroquia,True,6,2,territorio | dimension_tgi,tipo→tipo_nota | name→nombre | etiquetas→tags | fecha_creacion→fecha | fuente→fuente_canonica,"Faltan: territorio, dimension_tgi | Aliases no canónicos: tipo→tipo_nota, name→nombre, etiquetas→tags, fecha_creacion→fecha, fuente→fuente_canonica"
01_PDOT\parroquias\Leonidas Proano.md,01_PDOT\parroquias,WARN,619,True,parroquia,True,6,2,territorio | dimension_tgi,tipo→tipo_nota | name→nombre | etiquetas→tags | fecha_creacion→fecha | fuente→fuente_canonica,"Faltan: territorio, dimension_tgi | Aliases no canónicos: tipo→tipo_nota, name→nombre, etiquetas→tags, fecha_creacion→fecha, fuente→fuente_canonica"
01_PDOT\parroquias\Montecristi - Cabecera.md,01_PDOT\parroquias,WARN,432,True,parroquia,True,6,2,territorio | dimension_tgi,tipo→tipo_nota | name→nombre | etiquetas→tags | fecha_creacion→fecha | fuente→fuente_canonica,"Faltan: territorio, dimension_tgi | Aliases no canónicos: tipo→tipo_nota, name→nombre, etiquetas→tags, fecha_creacion→fecha, fuente→fuente_canonica"
01_PDOT\PDOT_Marco_Plurianual_2023_2027.md,01_PDOT,WARN,1532,True,marco-plurianual-pdot,True,6,2,territorio | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"Faltan: territorio, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
01_PDOT\propuesta\ARTICULACIONES_Institucionales.md,01_PDOT\propuesta,WARN,1273,True,propuesta-articulaciones,False,6,2,territorio | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'propuesta-articulaciones' | Faltan: territorio, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
01_PDOT\propuesta\META-UNESCO-Ciudad-Creativa.md,01_PDOT\propuesta,WARN,1417,True,meta-pdot,False,7,1,territorio,etiquetas→tags | fecha_creacion→fecha | gold_master→fuente_canonica,"tipo_nota desconocido: 'meta-pdot' | Faltan: territorio | Aliases no canónicos: etiquetas→tags, fecha_creacion→fecha, gold_master→fuente_canonica"
01_PDOT\propuesta\PAI_PDyOT_2024_2027.md,01_PDOT\propuesta,WARN,1132,True,propuesta-pai,False,6,2,territorio | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'propuesta-pai' | Faltan: territorio, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
01_PDOT\propuesta\PROP-Estrategias-Transversales.md,01_PDOT\propuesta,WARN,1563,True,propuesta,False,6,2,territorio | dimension_tgi,tipo→tipo_nota | name→nombre | etiquetas→tags | fecha_creacion→fecha | fuente→fuente_canonica,"tipo_nota desconocido: 'propuesta' | Faltan: territorio, dimension_tgi | Aliases no canónicos: tipo→tipo_nota, name→nombre, etiquetas→tags, fecha_creacion→fecha, fuente→fuente_canonica"
01_PDOT\propuesta\PROP-Modelo-Territorial-Deseado.md,01_PDOT\propuesta,WARN,1074,True,propuesta,False,6,2,territorio | dimension_tgi,tipo→tipo_nota | name→nombre | etiquetas→tags | fecha_creacion→fecha | fuente→fuente_canonica,"tipo_nota desconocido: 'propuesta' | Faltan: territorio, dimension_tgi | Aliases no canónicos: tipo→tipo_nota, name→nombre, etiquetas→tags, fecha_creacion→fecha, fuente→fuente_canonica"
01_PDOT\propuesta\PROP-Programas-Proyectos.md,01_PDOT\propuesta,WARN,1073,True,propuesta,False,6,2,territorio | dimension_tgi,tipo→tipo_nota | name→nombre | etiquetas→tags | fecha_creacion→fecha | fuente→fuente_canonica,"tipo_nota desconocido: 'propuesta' | Faltan: territorio, dimension_tgi | Aliases no canónicos: tipo→tipo_nota, name→nombre, etiquetas→tags, fecha_creacion→fecha, fuente→fuente_canonica"
01_PDOT\propuesta\PROP-Seguimiento-Evaluacion.md,01_PDOT\propuesta,WARN,1124,True,propuesta,False,6,2,territorio | dimension_tgi,tipo→tipo_nota | name→nombre | etiquetas→tags | fecha_creacion→fecha | fuente→fuente_canonica,"tipo_nota desconocido: 'propuesta' | Faltan: territorio, dimension_tgi | Aliases no canónicos: tipo→tipo_nota, name→nombre, etiquetas→tags, fecha_creacion→fecha, fuente→fuente_canonica"
01_PDOT\propuesta\PROP-Vision-Objetivos.md,01_PDOT\propuesta,WARN,754,True,propuesta,False,6,2,territorio | dimension_tgi,tipo→tipo_nota | name→nombre | etiquetas→tags | fecha_creacion→fecha | fuente→fuente_canonica,"tipo_nota desconocido: 'propuesta' | Faltan: territorio, dimension_tgi | Aliases no canónicos: tipo→tipo_nota, name→nombre, etiquetas→tags, fecha_creacion→fecha, fuente→fuente_canonica"
01_PDOT\propuesta_tgi\_Índice_Propuesta_TGI.md,01_PDOT\propuesta_tgi,ERROR,319,True,indice-modulo,False,4,4,territorio | dimension_tgi | tags | fecha,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'indice-modulo' | Faltan 4 campos: territorio, dimension_tgi, tags, fecha | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
01_PDOT\propuesta_tgi\PROG-AH-01_Agua_Saneamiento.md,01_PDOT\propuesta_tgi,ERROR,675,True,programa_pdot,False,4,4,territorio | dimension_tgi | fecha | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'programa_pdot' | Faltan 4 campos: territorio, dimension_tgi, fecha, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
01_PDOT\propuesta_tgi\PROG-AH-02_Equipamientos.md,01_PDOT\propuesta_tgi,ERROR,521,True,programa_pdot,False,4,4,territorio | dimension_tgi | fecha | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'programa_pdot' | Faltan 4 campos: territorio, dimension_tgi, fecha, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
01_PDOT\propuesta_tgi\PROG-AH-03_Transito.md,01_PDOT\propuesta_tgi,ERROR,447,True,programa_pdot,False,4,4,territorio | dimension_tgi | fecha | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'programa_pdot' | Faltan 4 campos: territorio, dimension_tgi, fecha, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
01_PDOT\propuesta_tgi\PROG-EP-01_Productivo_Diverso.md,01_PDOT\propuesta_tgi,ERROR,559,True,programa_pdot,False,4,4,territorio | dimension_tgi | fecha | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'programa_pdot' | Faltan 4 campos: territorio, dimension_tgi, fecha, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
01_PDOT\propuesta_tgi\PROG-FA-01_Areas_Verdes.md,01_PDOT\propuesta_tgi,ERROR,638,True,programa_pdot,False,4,4,territorio | dimension_tgi | fecha | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'programa_pdot' | Faltan 4 campos: territorio, dimension_tgi, fecha, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
01_PDOT\propuesta_tgi\PROG-FA-02_Gestion_Riesgo.md,01_PDOT\propuesta_tgi,ERROR,548,True,programa_pdot,False,4,4,territorio | dimension_tgi | fecha | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'programa_pdot' | Faltan 4 campos: territorio, dimension_tgi, fecha, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
01_PDOT\propuesta_tgi\PROG-PI-01_Fortalecimiento_Institucional.md,01_PDOT\propuesta_tgi,ERROR,407,True,programa_pdot,False,4,4,territorio | dimension_tgi | fecha | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'programa_pdot' | Faltan 4 campos: territorio, dimension_tgi, fecha, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
01_PDOT\propuesta_tgi\PROG-PI-02_Posicionamiento_Difusion.md,01_PDOT\propuesta_tgi,ERROR,342,True,programa_pdot,False,4,4,territorio | dimension_tgi | fecha | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'programa_pdot' | Faltan 4 campos: territorio, dimension_tgi, fecha, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
01_PDOT\propuesta_tgi\PROG-SC-01_Salud_Integral.md,01_PDOT\propuesta_tgi,ERROR,561,True,programa_pdot,False,4,4,territorio | dimension_tgi | fecha | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'programa_pdot' | Faltan 4 campos: territorio, dimension_tgi, fecha, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
01_PDOT\propuesta_tgi\PROG-SC-02_Cultura_Patrimonio.md,01_PDOT\propuesta_tgi,ERROR,501,True,programa_pdot,False,4,4,territorio | dimension_tgi | fecha | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'programa_pdot' | Faltan 4 campos: territorio, dimension_tgi, fecha, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
